,Primer,Taxonomic Level,Reference Status,Num Subsampled,Total Nodes,Total Edges,Positive Edges,Negative Edges,Pos/Neg,Pos/Total,Neg/Total,Avg Path Length,Modularity,Avg Degree,Heterogeneity,Clustering Coefficient
2328,asv18S,Species,physeq_Stressed,50,238,687,573,114,5.026315789,0.834061135,0.165938865,3.981207673,0.774444933,5.773109244,0.320325703,0.466622821
2329,asv18S,Species,physeq_Stressed,50,238,766,628,138,4.550724638,0.819843342,0.180156658,3.685068964,0.771922885,6.43697479,0.29967903,0.439341058
2330,asv18S,Species,physeq_Stressed,50,239,915,792,123,6.43902439,0.86557377,0.13442623,4.056960023,0.769940786,7.656903766,0.338862043,0.599243141
2331,asv18S,Species,physeq_Stressed,50,239,686,556,130,4.276923077,0.810495627,0.189504373,3.861995007,0.776059527,5.740585774,0.277037078,0.365532382
2332,asv18S,Species,physeq_Stressed,50,238,639,540,99,5.454545455,0.845070423,0.154929577,4.249972954,0.805982373,5.369747899,0.292730687,0.497934255
2333,asv18S,Species,physeq_Stressed,50,236,684,583,101,5.772277228,0.852339181,0.147660819,4.19217454,0.805611455,5.796610169,0.286430508,0.5625
2334,asv18S,Species,physeq_Stressed,50,239,762,628,134,4.686567164,0.824146982,0.175853018,3.71748532,0.769803424,6.376569038,0.319621389,0.461824185
2335,asv18S,Species,physeq_Stressed,50,239,658,536,122,4.393442623,0.814589666,0.185410334,3.915185755,0.794264828,5.506276151,0.261317788,0.356396867
2336,asv18S,Species,physeq_Stressed,50,237,709,578,131,4.41221374,0.815232722,0.184767278,3.800615033,0.770238632,5.983122363,0.300367674,0.423696185
2337,asv18S,Species,physeq_Stressed,50,238,753,595,158,3.765822785,0.790172643,0.209827357,3.690274422,0.750895933,6.327731092,0.306715393,0.435162974
2338,asv18S,Species,physeq_Stressed,50,236,683,573,110,5.209090909,0.838945827,0.161054173,3.951177463,0.773220033,5.788135593,0.293796926,0.445449975
2339,asv18S,Species,physeq_Stressed,50,239,758,604,154,3.922077922,0.796833773,0.203166227,3.606870363,0.761233968,6.343096234,0.299109546,0.36159641
2340,asv18S,Species,physeq_Stressed,50,239,743,598,145,4.124137931,0.804845222,0.195154778,3.707921662,0.765237806,6.217573222,0.299084249,0.432965667
2341,asv18S,Species,physeq_Stressed,50,238,737,583,154,3.785714286,0.791044776,0.208955224,3.612594405,0.749263369,6.193277311,0.292569738,0.33143508
2342,asv18S,Species,physeq_Stressed,50,239,786,629,157,4.006369427,0.800254453,0.199745547,3.609612883,0.757270376,6.577405858,0.306031403,0.421430402
2343,asv18S,Species,physeq_Stressed,50,237,689,567,122,4.647540984,0.822931785,0.177068215,3.931917328,0.77622799,5.814345992,0.28585378,0.459646566
2344,asv18S,Species,physeq_Stressed,50,238,741,589,152,3.875,0.794871795,0.205128205,3.790554196,0.77438041,6.226890756,0.306681836,0.424142579
2345,asv18S,Species,physeq_Stressed,50,238,822,686,136,5.044117647,0.834549878,0.165450122,3.682303301,0.756003545,6.907563025,0.333285051,0.512909744
2346,asv18S,Species,physeq_Stressed,50,239,742,623,119,5.235294118,0.839622642,0.160377358,3.858373475,0.774525326,6.209205021,0.306101204,0.482743556
2347,asv18S,Species,physeq_Stressed,50,235,651,563,88,6.397727273,0.864823349,0.135176651,4.103218767,0.792624288,5.540425532,0.294505451,0.44040291
2348,asv18S,Species,physeq_Stressed,50,237,658,546,112,4.875,0.829787234,0.170212766,4.244833012,0.8086015,5.552742616,0.285798148,0.473407056
2349,asv18S,Species,physeq_Stressed,50,236,675,568,107,5.308411215,0.841481481,0.158518519,4.2380815,0.809979483,5.720338983,0.301028164,0.526455855
2350,asv18S,Species,physeq_Stressed,50,238,762,639,123,5.195121951,0.838582677,0.161417323,3.762791192,0.76776895,6.403361345,0.306771721,0.501455301
2351,asv18S,Species,physeq_Stressed,50,238,771,669,102,6.558823529,0.86770428,0.13229572,4.133638265,0.814171612,6.478991597,0.313581458,0.666566896
2352,asv18S,Species,physeq_Stressed,50,238,744,612,132,4.636363636,0.822580645,0.177419355,3.767648832,0.753601343,6.25210084,0.292508107,0.410877514
2353,asv18S,Species,physeq_Stressed,50,238,763,620,143,4.335664336,0.812581913,0.187418087,3.81448782,0.778363004,6.411764706,0.313558459,0.474621801
2354,asv18S,Species,physeq_Stressed,50,237,694,556,138,4.028985507,0.801152738,0.198847262,3.77976829,0.773707183,5.856540084,0.278209107,0.410741301
2355,asv18S,Species,physeq_Stressed,50,238,727,639,88,7.261363636,0.878954608,0.121045392,4.271105911,0.783711242,6.109243697,0.285236461,0.596668723
2356,asv18S,Species,physeq_Stressed,50,238,830,677,153,4.424836601,0.815662651,0.184337349,3.710456334,0.765870357,6.974789916,0.333241546,0.525160763
2357,asv18S,Species,physeq_Stressed,50,235,680,582,98,5.93877551,0.855882353,0.144117647,4.130241862,0.789031693,5.787234043,0.287062321,0.526490066
2358,asv18S,Species,physeq_Stressed,50,237,782,676,106,6.377358491,0.864450128,0.135549872,3.799643585,0.763235151,6.599156118,0.334056364,0.532479737
2359,asv18S,Species,physeq_Stressed,50,239,836,668,168,3.976190476,0.799043062,0.200956938,3.587496923,0.740060466,6.9958159,0.319541774,0.467791077
2360,asv18S,Species,physeq_Stressed,50,239,718,576,142,4.056338028,0.802228412,0.197771588,3.758095707,0.75976118,6.008368201,0.284553045,0.38086771
2361,asv18S,Species,physeq_Stressed,50,239,759,623,136,4.580882353,0.820816864,0.179183136,3.752962273,0.76858662,6.351464435,0.312895681,0.447000822
2362,asv18S,Species,physeq_Stressed,50,239,812,676,136,4.970588235,0.832512315,0.167487685,3.6772617,0.742978715,6.794979079,0.319611641,0.486388185
2363,asv18S,Species,physeq_Stressed,50,239,786,645,141,4.574468085,0.820610687,0.179389313,3.704159488,0.75331315,6.577405858,0.312921047,0.442270809
2364,asv18S,Species,physeq_Stressed,50,239,830,691,139,4.971223022,0.83253012,0.16746988,3.686579234,0.743822001,6.945606695,0.3325777,0.508817766
2365,asv18S,Species,physeq_Stressed,50,237,753,608,145,4.193103448,0.807436919,0.192563081,3.648694249,0.752783726,6.35443038,0.307343836,0.43539823
2366,asv18S,Species,physeq_Stressed,50,235,758,666,92,7.239130435,0.878627968,0.121372032,4.004000727,0.793283868,6.45106383,0.341856437,0.56993737
2367,asv18S,Species,physeq_Stressed,50,239,755,599,156,3.83974359,0.793377483,0.206622517,3.715656974,0.757923612,6.317991632,0.306090541,0.435959474
2368,asv18S,Species,physeq_Stressed,50,238,782,644,138,4.666666667,0.823529412,0.176470588,3.641172925,0.753439601,6.571428571,0.32026824,0.44528754
2369,asv18S,Species,physeq_Stressed,50,236,737,618,119,5.193277311,0.8385346,0.1614654,3.827118644,0.772869282,6.245762712,0.308096226,0.458606908
2370,asv18S,Species,physeq_Stressed,50,234,702,596,106,5.622641509,0.849002849,0.150997151,4.119878214,0.797025314,6,0.32310937,0.555931762
2371,asv18S,Species,physeq_Stressed,50,239,676,549,127,4.322834646,0.812130178,0.187869822,4.095003692,0.774261172,5.656903766,0.284610651,0.496317863
2372,asv18S,Species,physeq_Stressed,50,236,934,823,111,7.414414414,0.881156317,0.118843683,3.929210242,0.769511141,7.915254237,0.328183283,0.614858138
2373,asv18S,Species,physeq_Stressed,50,238,642,518,124,4.177419355,0.806853583,0.193146417,4.156082686,0.779512103,5.394957983,0.285262533,0.445859873
2374,asv18S,Species,physeq_Stressed,50,238,701,580,121,4.79338843,0.827389444,0.172610556,3.911853349,0.776883,5.890756303,0.277705549,0.436540892
2375,asv18S,Species,physeq_Stressed,50,236,741,622,119,5.226890756,0.839406208,0.160593792,3.855787955,0.778329074,6.279661017,0.328314509,0.498430034
2376,asv18S,Species,physeq_Stressed,50,236,747,600,147,4.081632653,0.803212851,0.196787149,3.581644428,0.743979463,6.330508475,0.300961346,0.352073733
2377,asv18S,Species,physeq_Stressed,50,239,777,641,136,4.713235294,0.824967825,0.175032175,3.767835168,0.777613204,6.50209205,0.312971535,0.500458295
2378,asv18S,Species,physeq_Stressed,50,239,752,619,133,4.654135338,0.823138298,0.176861702,3.735944587,0.779408569,6.292887029,0.29904357,0.445103858
2379,asv18S,Species,physeq_Stressed,50,238,689,589,100,5.89,0.854862119,0.145137881,4.39307875,0.796476706,5.789915966,0.32038081,0.518534863
2380,asv18S,Species,physeq_Stressed,50,239,800,662,138,4.797101449,0.8275,0.1725,3.683274146,0.751645124,6.694560669,0.338914357,0.485305014
2381,asv18S,Species,physeq_Stressed,50,234,628,517,111,4.657657658,0.823248408,0.176751592,4.168482447,0.801276361,5.367521368,0.295078768,0.487449703
2382,asv18S,Species,physeq_Stressed,50,238,618,524,94,5.574468085,0.84789644,0.15210356,4.456456673,0.815978226,5.193277311,0.292607224,0.496290801
2383,asv18S,Species,physeq_Stressed,50,239,762,622,140,4.442857143,0.816272966,0.183727034,3.754649977,0.79287288,6.376569038,0.312917017,0.467831612
2384,asv18S,Species,physeq_Stressed,50,237,674,567,107,5.299065421,0.841246291,0.158753709,4.076306944,0.79491389,5.687763713,0.300418075,0.470365265
2385,asv18S,Species,physeq_Stressed,50,238,693,569,124,4.588709677,0.821067821,0.178932179,3.767732862,0.773241961,5.823529412,0.285173509,0.365342163
2386,asv18S,Species,physeq_Stressed,50,238,731,593,138,4.297101449,0.81121751,0.18878249,3.727050314,0.755207529,6.142857143,0.29974069,0.442722059
2387,asv18S,Species,physeq_Stressed,50,238,759,625,134,4.664179104,0.82345191,0.17654809,3.706662412,0.75608049,6.378151261,0.313578823,0.419277108
2388,asv18S,Species,physeq_Stressed,50,238,700,575,125,4.6,0.821428571,0.178571429,3.861078609,0.770274042,5.882352941,0.306753599,0.430644325
2389,asv18S,Species,physeq_Stressed,50,238,796,671,125,5.368,0.842964824,0.157035176,3.827961564,0.78279136,6.68907563,0.320276215,0.538220987
2390,asv18S,Species,physeq_Stressed,50,238,740,590,150,3.933333333,0.797297297,0.202702703,3.800765876,0.754655561,6.218487395,0.26978398,0.451327434
2391,asv18S,Species,physeq_Stressed,50,239,761,637,124,5.137096774,0.837056505,0.162943495,3.772616997,0.755227862,6.368200837,0.312892836,0.433592096
2392,asv18S,Species,physeq_Stressed,50,237,944,824,120,6.866666667,0.872881356,0.127118644,3.592004577,0.752065408,7.966244726,0.327485702,0.572052402
2393,asv18S,Species,physeq_Stressed,50,235,682,562,120,4.683333333,0.824046921,0.175953079,3.859174395,0.770450499,5.804255319,0.301650191,0.428426396
2394,asv18S,Species,physeq_Stressed,50,238,676,556,120,4.633333333,0.822485207,0.177514793,3.868489168,0.794080136,5.680672269,0.285226189,0.413078798
2395,asv18S,Species,physeq_Stressed,50,238,753,617,136,4.536764706,0.81938911,0.18061089,3.656242244,0.767226225,6.327731092,0.299728159,0.401452785
2396,asv18S,Species,physeq_Stressed,50,237,749,619,130,4.761538462,0.826435247,0.173564753,3.70900379,0.752626379,6.320675105,0.28577126,0.450835718
2397,asv18S,Species,physeq_Stressed,50,238,692,562,130,4.323076923,0.812138728,0.187861272,3.830337198,0.769948168,5.81512605,0.299739938,0.403544776
2398,asv18S,Species,physeq_Stressed,50,237,731,594,137,4.335766423,0.812585499,0.187414501,3.709248983,0.776558792,6.168776371,0.300333983,0.42292236
2399,asv18S,Species,physeq_Stressed,50,239,737,620,117,5.299145299,0.841248304,0.158751696,3.739917724,0.754713046,6.167364017,0.277029312,0.398062954
2400,asv18S,Species,physeq_Stressed,50,237,770,645,125,5.16,0.837662338,0.162337662,3.721840807,0.775978617,6.497890295,0.327541454,0.500317058
2401,asv18S,Species,physeq_Stressed,50,239,815,654,161,4.062111801,0.802453988,0.197546012,3.616012095,0.742206499,6.820083682,0.30600595,0.436692506
2402,asv18S,Species,physeq_Stressed,50,238,721,593,128,4.6328125,0.822468793,0.177531207,3.774243875,0.763114948,6.058823529,0.306764619,0.424817518
2403,asv18S,Species,physeq_Stressed,50,238,642,547,95,5.757894737,0.852024922,0.147975078,4.147502039,0.791970969,5.394957983,0.292608251,0.44228175
2404,asv18S,Species,physeq_Stressed,50,234,664,542,122,4.442622951,0.81626506,0.18373494,4.072080995,0.78436192,5.675213675,0.302263798,0.469489201
2405,asv18S,Species,physeq_Stressed,50,238,696,550,146,3.767123288,0.790229885,0.209770115,3.776974081,0.771170974,5.848739496,0.2925854,0.382554273
2406,asv18S,Species,physeq_Stressed,50,234,676,565,111,5.09009009,0.835798817,0.164201183,4.053177595,0.799163353,5.777777778,0.309378053,0.460497745
2407,asv18S,Species,physeq_Stressed,50,239,690,567,123,4.609756098,0.82173913,0.17826087,3.796259878,0.761802519,5.774058577,0.291926615,0.408689249
2408,asv18S,Species,physeq_Stressed,50,238,781,644,137,4.700729927,0.824583867,0.175416133,3.718646952,0.752035184,6.56302521,0.339723851,0.481481481
2409,asv18S,Species,physeq_Stressed,50,237,683,569,114,4.99122807,0.833089312,0.166910688,4.053135951,0.790064927,5.76371308,0.307392104,0.442781265
2410,asv18S,Species,physeq_Stressed,50,239,677,556,121,4.595041322,0.82127031,0.17872969,3.887767659,0.777877748,5.665271967,0.284609348,0.370546318
2411,asv18S,Species,physeq_Stressed,50,235,660,563,97,5.804123711,0.853030303,0.146969697,4.202109474,0.789102613,5.617021277,0.308812107,0.523496549
2412,asv18S,Species,physeq_Stressed,50,237,837,736,101,7.287128713,0.879330944,0.120669056,4.037735849,0.784906386,7.063291139,0.320909477,0.585159011
2413,asv18S,Species,physeq_Stressed,50,237,738,615,123,5,0.833333333,0.166666667,3.837159408,0.768311404,6.227848101,0.307385421,0.497260851
2414,asv18S,Species,physeq_Stressed,50,239,742,603,139,4.338129496,0.812668464,0.187331536,3.645898527,0.756437887,6.209205021,0.306060488,0.401051076
2415,asv18S,Species,physeq_Stressed,50,239,725,583,142,4.105633803,0.804137931,0.195862069,3.68281706,0.756304686,6.066945607,0.291943385,0.367597368
2416,asv18S,Species,physeq_Stressed,50,239,776,623,153,4.071895425,0.802835052,0.197164948,3.742238318,0.734253373,6.493723849,0.319582164,0.496294435
2417,asv18S,Species,physeq_Stressed,50,238,730,592,138,4.289855072,0.810958904,0.189041096,3.73449633,0.762729565,6.134453782,0.28515138,0.422620044
2418,asv18S,Species,physeq_Stressed,50,236,654,543,111,4.891891892,0.830275229,0.169724771,4.121060224,0.794547118,5.542372881,0.301098294,0.467115484
2419,asv18S,Species,physeq_Stressed,50,236,814,715,99,7.222222222,0.878378378,0.121621622,4.028741435,0.786996192,6.898305085,0.353442028,0.599537632
2420,asv18S,Species,physeq_Stressed,50,239,745,595,150,3.966666667,0.798657718,0.201342282,3.683449949,0.743259927,6.234309623,0.299000157,0.422042593
2421,asv18S,Species,physeq_Stressed,50,239,734,614,120,5.116666667,0.836512262,0.163487738,3.80127281,0.766987086,6.142259414,0.306069456,0.410697674
2422,asv18S,Species,physeq_Stressed,50,238,763,626,137,4.569343066,0.820445609,0.179554391,3.743857036,0.777602483,6.411764706,0.326855473,0.427007299
2423,asv18S,Species,physeq_Stressed,50,237,653,554,99,5.595959596,0.848392037,0.151607963,4.131159265,0.787801107,5.510548523,0.2783182,0.546827251
2424,asv18S,Species,physeq_Stressed,50,239,763,616,147,4.19047619,0.80733945,0.19266055,3.729686017,0.749954682,6.384937238,0.291897137,0.427728614
2425,asv16S,Species,physeq_Reference,All Samples,41,61,50,11,4.545454545,0.819672131,0.180327869,3.362204724,0.580505476,2.975609756,0.436087427,0.324
2426,asv16S,Species,physeq_Reference,50,29,46,42,4,10.5,0.913043478,0.086956522,2.318435754,0.661994285,3.172413793,0.526937954,0.53030303
2427,asv16S,Species,physeq_Reference,50,33,40,34,6,5.666666667,0.85,0.15,3.132596685,0.648506458,2.424242424,0.381621834,0.5
2428,asv16S,Species,physeq_Reference,50,31,40,36,4,9,0.9,0.1,2.678787879,0.726180541,2.580645161,0.434149687,0.4453125
2429,asv16S,Species,physeq_Reference,50,29,74,66,8,8.25,0.891891892,0.108108108,2.963576159,0.412978224,5.103448276,0.592458427,0.71559633
2430,asv16S,Species,physeq_Reference,50,29,44,38,6,6.333333333,0.863636364,0.136363636,4.150568182,0.703647403,3.034482759,0.404285849,0.596491228
2431,asv16S,Species,physeq_Reference,50,35,47,44,3,14.66666667,0.936170213,0.063829787,2.258741259,0.708829137,2.685714286,0.40588479,0.642857143
2432,asv16S,Species,physeq_Reference,50,26,35,30,5,6,0.857142857,0.142857143,3.227467811,0.71596656,2.692307692,0.47726967,0.401574803
2433,asv16S,Species,physeq_Reference,50,24,32,30,2,15,0.9375,0.0625,2.070588235,0.586454274,2.666666667,0.451216984,0.517241379
2434,asv16S,Species,physeq_Reference,50,23,49,43,6,7.166666667,0.87755102,0.12244898,2.231213873,0.473873667,4.260869565,0.638908192,0.573825503
2435,asv16S,Species,physeq_Reference,50,34,53,51,2,25.5,0.962264151,0.037735849,2.173410405,0.670197328,3.117647059,0.517479912,0.593023256
2436,asv16S,Species,physeq_Reference,50,25,38,35,3,11.66666667,0.921052632,0.078947368,2.632183908,0.48880546,3.04,0.488378403,0.446428571
2437,asv16S,Species,physeq_Reference,50,32,45,41,4,10.25,0.911111111,0.088888889,2.974874372,0.608405169,2.8125,0.386189436,0.576923077
2438,asv16S,Species,physeq_Reference,50,31,47,44,3,14.66666667,0.936170213,0.063829787,2.068965517,0.652768758,3.032258065,0.47243139,0.546728972
2439,asv16S,Species,physeq_Reference,50,27,40,34,6,5.666666667,0.85,0.15,2.314465409,0.683529147,2.962962963,0.510824346,0.515337423
2440,asv16S,Species,physeq_Reference,50,25,42,36,6,6,0.857142857,0.142857143,4.013333333,0.669367271,3.36,0.529523239,0.538922156
2441,asv16S,Species,physeq_Reference,50,27,41,38,3,12.66666667,0.926829268,0.073170732,2.42,0.665268011,3.037037037,0.50858535,0.56
2442,asv16S,Species,physeq_Reference,50,32,52,47,5,9.4,0.903846154,0.096153846,2.507389163,0.683910745,3.25,0.531421059,0.552301255
2443,asv16S,Species,physeq_Reference,50,31,54,51,3,17,0.944444444,0.055555556,2.606965174,0.528255122,3.483870968,0.433379538,0.635416667
2444,asv16S,Species,physeq_Reference,50,26,34,32,2,16,0.941176471,0.058823529,3.619318182,0.631320671,2.615384615,0.429551671,0.459183673
2445,asv16S,Species,physeq_Reference,50,25,36,33,3,11,0.916666667,0.083333333,2.829113924,0.626037566,2.88,0.487485843,0.534883721
2446,asv16S,Species,physeq_Reference,50,37,57,50,7,7.142857143,0.877192982,0.122807018,2.065868263,0.54038789,3.081081081,0.494620628,0.657807309
2447,asv16S,Species,physeq_Reference,50,33,52,45,7,6.428571429,0.865384615,0.134615385,3.369109948,0.618588516,3.151515152,0.523561942,0.467532468
2448,asv16S,Species,physeq_Reference,50,28,46,43,3,14.33333333,0.934782609,0.065217391,2.216783217,0.607274649,3.285714286,0.458018501,0.557522124
2449,asv16S,Species,physeq_Reference,50,29,53,47,6,7.833333333,0.886792453,0.113207547,2.097402597,0.636869555,3.655172414,0.487361387,0.514285714
2450,asv16S,Species,physeq_Reference,50,25,37,34,3,11.33333333,0.918918919,0.081081081,2.484126984,0.698037321,2.96,0.439155623,0.642857143
2451,asv16S,Species,physeq_Reference,50,30,42,39,3,13,0.928571429,0.071428571,2.888888889,0.706903445,2.8,0.480851483,0.675496689
2452,asv16S,Species,physeq_Reference,50,21,48,44,4,11,0.916666667,0.083333333,2.302816901,0.466667878,4.571428571,0.583769075,0.675276753
2453,asv16S,Species,physeq_Reference,50,32,38,35,3,11.66666667,0.921052632,0.078947368,3.081967213,0.725079098,2.375,0.426817161,0.447368421
2454,asv16S,Species,physeq_Reference,50,30,43,40,3,13.33333333,0.930232558,0.069767442,3.271356784,0.700486022,2.866666667,0.517569021,0.62962963
2455,asv16S,Species,physeq_Reference,50,24,48,44,4,11,0.916666667,0.083333333,2.172413793,0.508090104,4,0.54222771,0.694117647
2456,asv16S,Species,physeq_Reference,50,30,35,30,5,6,0.857142857,0.142857143,2.713235294,0.750860802,2.333333333,0.483068579,0.504950495
2457,asv16S,Species,physeq_Reference,50,27,47,44,3,14.66666667,0.936170213,0.063829787,1.858333333,0.575695714,3.481481481,0.509146022,0.60251046
2458,asv16S,Species,physeq_Reference,50,33,41,39,2,19.5,0.951219512,0.048780488,2.927536232,0.687557999,2.484848485,0.378726452,0.41221374
2459,asv16S,Species,physeq_Reference,50,24,36,34,2,17,0.944444444,0.055555556,2.522522523,0.534855249,3,0.5017705,0.624161074
2460,asv16S,Species,physeq_Reference,50,30,38,34,4,8.5,0.894736842,0.105263158,1.756097561,0.694987133,2.533333333,0.444152095,0.623076923
2461,asv16S,Species,physeq_Reference,50,33,57,52,5,10.4,0.912280702,0.087719298,2.52247191,0.486867435,3.454545455,0.493033566,0.662576687
2462,asv16S,Species,physeq_Reference,50,32,46,41,5,8.2,0.891304348,0.108695652,3.251046025,0.637430088,2.875,0.463610192,0.536312849
2463,asv16S,Species,physeq_Reference,50,27,36,34,2,17,0.944444444,0.055555556,1.847058824,0.575014991,2.666666667,0.512385821,0.595419847
2464,asv16S,Species,physeq_Reference,50,27,50,49,1,49,0.98,0.02,1.574468085,0.566599286,3.703703704,0.549101198,0.739583333
2465,asv16S,Species,physeq_Reference,50,31,37,34,3,11.33333333,0.918918919,0.081081081,2.127906977,0.713809301,2.387096774,0.435003809,0.688073394
2466,asv16S,Species,physeq_Reference,50,28,40,37,3,12.33333333,0.925,0.075,1.904761905,0.660445145,2.857142857,0.459018422,0.548780488
2467,asv16S,Species,physeq_Reference,50,33,40,35,5,7,0.875,0.125,2.165137615,0.740097019,2.424242424,0.458955962,0.559701493
2468,asv16S,Species,physeq_Reference,50,24,36,31,5,6.2,0.861111111,0.138888889,2.648648649,0.646562205,3,0.449384995,0.692307692
2469,asv16S,Species,physeq_Reference,50,34,45,39,6,6.5,0.866666667,0.133333333,2.618320611,0.685456455,2.647058824,0.326839814,0.671052632
2470,asv16S,Species,physeq_Reference,50,30,40,37,3,12.33333333,0.925,0.075,2.629213483,0.642573549,2.666666667,0.481961306,0.493670886
2471,asv16S,Species,physeq_Reference,50,27,38,33,5,6.6,0.868421053,0.131578947,2.933333333,0.457151276,2.814814815,0.466877203,0.410071942
2472,asv16S,Species,physeq_Reference,50,24,34,31,3,10.33333333,0.911764706,0.088235294,2.661764706,0.643118106,2.833333333,0.447545507,0.440366972
2473,asv16S,Species,physeq_Reference,50,29,31,25,6,4.166666667,0.806451613,0.193548387,2.406779661,0.66960487,2.137931034,0.409114319,0.423076923
2474,asv16S,Species,physeq_Reference,50,27,47,45,2,22.5,0.957446809,0.042553191,3.123076923,0.646192781,3.481481481,0.508921828,0.726027397
2475,asv16S,Species,physeq_Reference,50,30,45,39,6,6.5,0.866666667,0.133333333,1.869565217,0.661690025,3,0.481534754,0.710526316
2476,asv16S,Species,physeq_Reference,50,26,39,37,2,18.5,0.948717949,0.051282051,3.338028169,0.643078073,3,0.476327114,0.709459459
2477,asv16S,Species,physeq_Reference,50,33,47,42,5,8.4,0.893617021,0.106382979,3.731638418,0.674571668,2.848484848,0.417914099,0.370588235
2478,asv16S,Species,physeq_Reference,50,30,46,42,4,10.5,0.913043478,0.086956522,2.574074074,0.611389307,3.066666667,0.518521019,0.691176471
2479,asv16S,Species,physeq_Reference,50,28,47,44,3,14.66666667,0.936170213,0.063829787,2.571428571,0.585462324,3.357142857,0.4978814,0.711627907
2480,asv16S,Species,physeq_Reference,50,30,42,40,2,20,0.952380952,0.047619048,3.142857143,0.696202681,2.8,0.397881948,0.684563758
2481,asv16S,Species,physeq_Reference,50,26,40,36,4,9,0.9,0.1,2.616580311,0.756493878,3.076923077,0.558930853,0.470588235
2482,asv16S,Species,physeq_Reference,50,26,38,35,3,11.66666667,0.921052632,0.078947368,2.044642857,0.574374735,2.923076923,0.524073767,0.589285714
2483,asv16S,Species,physeq_Reference,50,29,40,33,7,4.714285714,0.825,0.175,2.090909091,0.650807544,2.75862069,0.451006496,0.57615894
2484,asv16S,Species,physeq_Reference,50,27,39,36,3,12,0.923076923,0.076923077,3.753191489,0.690730298,2.888888889,0.509146022,0.547445255
2485,asv16S,Species,physeq_Reference,50,28,49,42,7,6,0.857142857,0.142857143,2.491452991,0.619964594,3.5,0.573217852,0.534412955
2486,asv16S,Species,physeq_Reference,50,28,39,36,3,12,0.923076923,0.076923077,1.781609195,0.699997705,2.785714286,0.458907427,0.65034965
2487,asv16S,Species,physeq_Reference,50,23,39,36,3,12,0.923076923,0.076923077,1.78313253,0.655274045,3.391304348,0.508670694,0.654545455
2488,asv16S,Species,physeq_Reference,50,27,46,42,4,10.5,0.913043478,0.086956522,2.634482759,0.341051146,3.407407407,0.467121577,0.610619469
2489,asv16S,Species,physeq_Reference,50,37,57,49,8,6.125,0.859649123,0.140350877,3.169444444,0.669348246,3.081081081,0.520689267,0.490272374
2490,asv16S,Species,physeq_Reference,50,37,55,51,4,12.75,0.927272727,0.072727273,2.371794872,0.732229998,2.972972973,0.392753945,0.705882353
2491,asv16S,Species,physeq_Reference,50,32,63,57,6,9.5,0.904761905,0.095238095,2.059459459,0.545891523,3.9375,0.531800691,0.707317073
2492,asv16S,Species,physeq_Reference,50,23,39,31,8,3.875,0.794871795,0.205128205,2.305732484,0.449811773,3.391304348,0.458663783,0.474576271
2493,asv16S,Species,physeq_Reference,50,29,45,41,4,10.25,0.911111111,0.088888889,2.19375,0.534004695,3.103448276,0.563580889,0.486111111
2494,asv16S,Species,physeq_Reference,50,26,43,36,7,5.142857143,0.837209302,0.162790698,2.474489796,0.561130383,3.307692308,0.559504881,0.510309278
2495,asv16S,Species,physeq_Reference,50,8,9,9,0,Inf,1,0,2,0.192685425,2.25,0.665149789,0.333333333
2496,asv16S,Species,physeq_Reference,50,25,38,36,2,18,0.947368421,0.052631579,2.590909091,0.529785114,3.04,0.487932327,0.572368421
2497,asv16S,Species,physeq_Reference,50,37,50,44,6,7.333333333,0.88,0.12,2.176100629,0.741245674,2.702702703,0.462712926,0.622340426
2498,asv16S,Species,physeq_Reference,50,37,63,60,3,20,0.952380952,0.047619048,2.832653061,0.617190776,3.405405405,0.492184272,0.655976676
2499,asv16S,Species,physeq_Reference,50,26,39,36,3,12,0.923076923,0.076923077,2.153846154,0.704925112,3,0.476192311,0.639705882
2500,asv16S,Species,physeq_Reference,50,26,48,42,6,7,0.875,0.125,2.455958549,0.546961773,3.692307692,0.519274117,0.57421875
2501,asv16S,Species,physeq_Reference,50,28,46,41,5,8.2,0.891304348,0.108695652,2.449494949,0.61430154,3.285714286,0.536303075,0.497757848
2502,asv16S,Species,physeq_Reference,50,36,45,40,5,8,0.888888889,0.111111111,2.428571429,0.75261847,2.5,0.436983454,0.587837838
2503,asv16S,Species,physeq_Reference,50,24,36,34,2,17,0.944444444,0.055555556,2.255319149,0.442201614,3,0.545564527,0.518518519
2504,asv16S,Species,physeq_Reference,50,31,46,43,3,14.33333333,0.934782609,0.065217391,2.361111111,0.651636563,2.967741935,0.472981049,0.597156398
2505,asv16S,Species,physeq_Reference,50,28,51,48,3,16,0.941176471,0.058823529,3.243697479,0.579144967,3.642857143,0.535066804,0.629032258
2506,asv16S,Species,physeq_Reference,50,31,46,42,4,10.5,0.913043478,0.086956522,2.63681592,0.619524494,2.967741935,0.473216421,0.538461538
2507,asv16S,Species,physeq_Reference,50,20,33,29,4,7.25,0.878787879,0.121212121,2.040816327,0.572146233,3.3,0.496248016,0.45112782
2508,asv16S,Species,physeq_Reference,50,33,40,36,4,9,0.9,0.1,1.919191919,0.729669786,2.424242424,0.459422076,0.6
2509,asv16S,Species,physeq_Reference,50,31,39,35,4,8.75,0.897435897,0.102564103,2.98013245,0.714025732,2.516129032,0.391295741,0.579831933
2510,asv16S,Species,physeq_Reference,50,39,51,44,7,6.285714286,0.862745098,0.137254902,2.31547619,0.772129234,2.615384615,0.385182796,0.636363636
